record_type,brand_name,footer_caption,footer_note,position,slug,label,href,is_default,segment_slug,collection_kicker,title,description,primary_cta_label,primary_cta_href,secondary_cta_label,secondary_cta_href,background_image,quote_kicker,quote_body,accent,arrivals_kicker,arrivals_title,eyebrow,subtitle,image_url,cta_label,cta_href,body,value,product_id,brand,name,price,size_tag,fit_note,nav_label,route_aliases,hero_eyebrow,hero_title,hero_description,hero_image_url,hero_image_alt,quote_author,story_eyebrow,story_title,story_body,story_image_url,story_image_alt,story_cta_label,story_cta_href,results_label,sort_label,page_slug,filter_key,options,default_value,badge,material,image_alt,filter_tags
product,,,,2,,,/categories/Shop%20Men,,nam,,,,,,,,,,,,,,Limited Edition,,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn,,,,,men-002,ND Atelier,Structured Atelier Jacket,1250,100% Merino Wool,The anchor outerwear piece for the Men's Atelier story.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,3,,,/categories/Shop%20Men,,nam,,,,,,,,,,,,,,Tailoring,,https://lh3.googleusercontent.com/aida-public/AB6AXuBXRSWOWcHtCNyaMDYLCJzvRD_aYObkVBkIHPoz_HZOOuihWxPKo82MAX7anUmfBqHwOgx_6YthGokOn-aqEtAkMya3di9RNTlqqA2-zqT6x85Yh0CGWy5_gOTjOOMYxnRJ7B8A9ihZaMR-PzIAILb7T5rSMUCiZ-3CZRTX_u3XxJpOlXlYjWEZj4aFLaV_mamuWkKjkhTxSRpw7LyICx9lPITcKUuGOxJ0NkpKweDI4rMjqFkSSGZJssErigmmpbKq5Z6kLPVUehXg,,,,,men-003,ND Atelier,Modern Drape Trousers,380,Fine Serge Cotton,A softer trouser shape to balance the sharper outer layers.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,4,,,/categories/Shop%20Men,,nam,,,,,,,,,,,,,,Knitwear,,https://lh3.googleusercontent.com/aida-public/AB6AXuDBowt2AR0QGkZ_teHLK0qG2iUl8fGSUuNTrZHreU_s95xtmrbnCTB8LYOShnHaraaNDqoUnziBnVe2Rh6OAlJpU9ZSpF84L0-k23aokXc6aJdWswRdyGowycFswnENPgO9tfnUyUaMa2VjW8lGJYkmhPbnJhSE0zC0BdoSTdae8pmGnQwaAXzVlJJRhWYysiO1yf2n_lREj8nVxarkGub1OLnfLI4QrhAiAGV-AZTWnZg1MCqdpNi1pBSjb6RIPFAzXw0h_iTQCqrp,,,,,men-004,ND Atelier,Atelier Knit Polo,290,Sea Island Cotton,A quiet knit that keeps the men's rail warm and understated.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,1,,,/categories/Shop%20Women,,nu,,,,,,,,,,,,,,New Arrival,,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS,,,,,women-001,ND Atelier,Ethereal Silk Slip,340,Dresses,A lightweight silhouette used as the lead piece in the Women's Atelier grid.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,2,,,/categories/Shop%20Women,,nu,,,,,,,,,,,,,,Limited,,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg,,,,,women-002,ND Atelier,Architectural Overcoat,1250,Outerwear,Sharper outerwear line pulled directly from the Stitch screen reference.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,3,,,/categories/Shop%20Women,,nu,,,,,,,,,,,,,,Knitwear,,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw,,,,,women-003,ND Atelier,Cloud Cashmere Crew,280,Knitwear,A softer knit layer that keeps the women's tab calm and tactile.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,4,,,/categories/Shop%20Women,,nu,,,,,,,,,,,,,,Bottoms,,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST,,,,,women-004,ND Atelier,Sculptural Pleated Skirt,490,Bottoms,"Pleated movement with a cleaner, more architectural waistline.",,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,1,,,/categories/Accessories,,accessories,,,,,,,,,,,,,,Limited Edition,,https://lh3.googleusercontent.com/aida-public/AB6AXuBBESdqWOWSR5qEzSZhDSiYksfl92Z2-nXfieKv7zls3FB-7JuZVx-N6rXRCgkpMkJyxFCIzvAJAfUETLq2m7IDhOFmOtlLXZ9qEspJxSM3dIgXBbd3dzVswFhn3Y0MqayyDJYGSylH-MIjZnLLMaswkecd7-JUIltIP_szY3CTjkboRukxyb0Hicjh_fTS7Q8NRXCPfvyi2Gd8UjbveWvWIIUauI-d4h0ra0W790prCr-I9666OBdQ8zWwoQM8OSo6iYMbifIvLw2n,,,,,acc-001,ND Atelier,Atelier Tote,840,Vegetable Tanned Leather,Large leather object positioned as the lead piece in Accessories Atelier.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,2,,,/categories/Accessories,,accessories,,,,,,,,,,,,,,Essential,,https://lh3.googleusercontent.com/aida-public/AB6AXuCJ_mIoxtuOYX0UmZ6fp1vpG_etnXOkuxN0sOW8aXUVddHj5eDEGxKoK_oij-8jI8EDqrG_IXPuR5HXX_5FgjnVIMXKR3rvffkz_2hI2uHpAzMIbNZASVlBgA47Ecvrg53PTIsx8zim-xN9ZKFMoR3ivhIQDQ1jUJ0fFx2scgrGApYeeDOx-irk-VfW38VMHIZ4QMUtn6sXwUjEJRXtZ8dTLBnKQVPGxBzf7oOFEbYGY_2P__2xLjofQjJvPkwrIzkn9OjMEUgKEC2O,,,,,acc-002,ND Atelier,Aurora Wrap,215,Organic Raw Silk,A lighter textile accent to soften the accessory rail.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,3,,,/categories/Accessories,,accessories,,,,,,,,,,,,,,Leather Detail,,https://lh3.googleusercontent.com/aida-public/AB6AXuDclyoI7lW_Aez2lBayMz4ES5BVdH-wo43IL4ZwpD4HLQkaJqfV3eDM-qMUs4V8Uyl6BTZ9FSNg7ExFisE6J-TMxcflCy5mFritcP54bDT49eqwGnwGnsOeheOgbCmpdtfGvnHaqpfmRpU4zQvBD7B4tmigGgv7hCDEHWLojIzOlAfe5p-0cCnzLjktClPIw5lG6h2qfT0buVNcsY57FFriSrjdMpV_jPcwn3Dwsz1C-8IS20dhOYE1-Kak6Hi0R-OiEeULdIqMBj2c,,,,,acc-003,ND Atelier,Cintura Belt,165,Full Grain Saddle Leather,Structured belt detail pulled from the Stitch accessory catalog.,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,4,,,/categories/Accessories,,accessories,,,,,,,,,,,,,,Leather Detail,,https://lh3.googleusercontent.com/aida-public/AB6AXuAc-xgefZmjRHW4tYawNPs3ljWfgQ66YMBuFgX39XflOo-rQyjbJ2Ju2V0nLkyj2SVuz2BKsp1ucM74P4Gg2Q-TiJKsqrjsQRpxYORvaVExN0KFMkAU9KQFmWEmtNZHK5dm7iBBb1zYMTsluHO4Em5IwIi3lS3JGSUeU_unqmYgh-Fw65tcUaH2Ywxl8ag7h1znu1rGefQrkuDTARLHNwtQdpiGPKWCCp8JpO_yLO4kKGzLmwj8g3VfRzxs02GzkmBt2St6l1zyFYZU,,,,,acc-004,ND Atelier,Vault Clutch,420,Nappa Leather,Compact Nappa leather shape used to finish the accessory story.,,,,,,,,,,,,,,,,,,,,,,,,,
footer_link,,,,1,,Sustainability,/products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer_link,,,,2,,Atelier Services,/products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer_link,,,,3,,Privacy,/products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer_link,,,,4,,Terms,/products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
category_page,,,Workbook-driven category page aligned to the Men's Atelier screen in Stitch.,,men-atelier,,,,,,,,,,,,,,"Structure, restraint, and material depth staged with a quieter editorial rhythm.",,,,,,,,,,,,,,,,,Men,Shop Men|shop-men|Men|men,The Men's,Men's Atelier,"An architectural study in silhouette and structure. Crafted for the modern artisan with a steadier, darker editorial tone.",https://lh3.googleusercontent.com/aida-public/AB6AXuACWMir-mH0L8UXbUXQWypp-pFR6ldBwMeB_P57xJ4h6lF91JgCYYyEJ27pPIbRuST3wzOd8tibscQ-NbIurAXAyGOUWfZstI5mdT9d5_jh6VLXet-x-y-OPWmMV69qNvZALg2WhY1PVY_SFZnR1pxtNpFxR9lsyyLR7XmqRbJ_dhy0WQE2rK_YiUzI2TXstgAkQ537sWLyCCgyHe5Z2QW16TODc2jAY392leqTD0jFdmPyw689W_PhHTFoOURRakfD2ODeVuxVtb-u,Close-up of dark wool fabric and tailored structure in the Men's Atelier,ND Atelier,Material Study,The Obsidian Overcoat,"Outerwear anchors the men's edit with denser texture, stronger shoulders, and a cleaner break through the full silhouette.",https://lh3.googleusercontent.com/aida-public/AB6AXuDb4HgZThk-i_juM7LnHT28IvYp6L3O-BYlcwDKgfj8NoIfTFFhOF2Ole0eBVsqpYg3jj_0TeLOFVAlmWeCOqcLhMrp0WOXtTgYUke-t7sj7lC-e4jEl3lE8aZs01lCVJenptBJf3Fh0f1sdTVQ9W0cWZD8hEtVjX-LK-Bsqoc2UzdzkTUWeVjp7hrhjMGZhuTtvQ56nTXVelw9_F3p1d8ryVxqAzayeUimjbfSI8FHukDr7r45A4VjAJ3lpymfXulGrEM83TxdK6Sj,Black luxury overcoat silhouette on a dark moody background,View Outerwear,/categories/Shop%20Men,Showing %count% results,Sort by: Relevance,,,,,,,,
category_page,,,Workbook-driven category page aligned to the Women's Atelier screen in Stitch.,,women-atelier,,,,,,,,,,,,,,"Quiet luxury, defined by purpose.",,,,,,,,,,,,,,,,,Women,Shop Women|shop-women|Women|women,The Women's,Women's Atelier,"Quiet luxury, sculptural drape, and natural fibers arranged with more room to breathe and a calmer editorial pace.",https://lh3.googleusercontent.com/aida-public/AB6AXuCCHjHHNBD0bZoSfUrXMIUsusvSJpfmxcJRzVyGEWriuKDCynB8NOcLil0MHJfUCfgjmGv_IMPAfbmEm73hz3s6Y6ycMQrKq1qnMzNHz4QbDczvsSfdf8SaL9vw3qoSEt36Xm52OFG4ej1BLs2XxqsJW_tPT1C2xruIyndF6i4KCKATXFKExblf5UqEURDlAYRnWNDYbLXe8GGoCndX4q2IeRKAuk6Etam3vFkW85HI4vZvrHKCLYN63hA-DGdTKTpY9k-VBO3aY4le,Close-up of ethereal cream silk fabric draping in a softly lit atelier,ND Atelier,The Craftsmanship,"Soft drape, clear line, grounded warmth.","The women's story holds its softness without losing structure, balancing fluid dresses with sharper outerwear and richer texture.",https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz,Wide atelier scene with natural light and tactile fabric study,Read the Story,/categories/Shop%20Women,Showing %count% pieces,Sort By,,,,,,,,
category_page,,,Workbook-driven category page aligned to the Footwear Atelier screen in Stitch.,,footwear-atelier,,,,,,,,,,,,,,"""Luxury is not the absence of imperfection, but the presence of character.""",,,,,,,,,,,,,,,,,Footwear,Footwear|footwear,The Digital Atelier,Footwear Atelier,"Handcrafted performance, sculptural form, and material precision for the modern explorer.",https://lh3.googleusercontent.com/aida-public/AB6AXuAFXvDME4hl86EBAExrs0TPuPyrDnhtwEb8MCDCvjzu2OS-kjWnUF7XkqwYs0MGf5WGZS6B5xPKLv0OXCG5ZrDjkm-McNkALLC0DCYp5LC9beGhY0SnzFUMFF998AElRWMoxze_NVDcZ1jJ4qerfPiE1xI5Xjc0Euy-lzfbdQzjbDW9gtsemGrCxPBq4MDAxVn_PdqcdHWaZ05cl7EMLinkvr6U9D8RGxe-UFtVaee5Q6n-Ohev-vr9h8DwExyawlWEZa9kUKDqsxlQ,Premium leather shoemaking tools and footwear materials in a bright artisan workshop,"Master Shoemaker, ND Atelier",The Heritage Series,"Heritage craft, modern proportion.","Leather, edge finishing, and hardware carry the footwear story with a more tactile, workshop-led tone throughout the page.",https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1,Abstract editorial shot of leather boots and workshop detail,Discover Craft,/categories/Footwear,Showing %count% results,Sort by: Relevance,,,,,,,,
category_page,,,Workbook-driven category page aligned to the Accessories Atelier screen in Stitch.,,accessories-atelier,,,,,,,,,,,,,,True luxury is found in the hidden details of the stitch.,,,,,,,,,,,,,,,,,Accessories,Accessories|accessories,Accessories,Accessories Atelier,"Objects, bags, and finishing pieces shaped by material integrity and quieter architectural form.",https://lh3.googleusercontent.com/aida-public/AB6AXuBlb713Ad1ZqSwci4xtZudIi3pLSP2LntjrYOZbjlMC3NLKbFllzQBjpelA2EcNqh24qXtAEpJDAyVB3yIDQIFXvkmKD86_5kVoAVPrMjID1bCAWG7fccKmwcS9kJ41ohvAPtYZJCMl2fOWYpy8JLZLlE7ksjMmFK7UnFdxUeGvbhsRltWVAsAFxPv7hkz1uizaDdvr0s5HWGulhxwsX6bDRakqRxoA2bYrvMeQA0Nta95LkdO9PMTmAYDvvqhCUeQTFYjDd4sXr9q0,Close-up of vegetable tanned leather and fine stitching tools in warm light,The Master Artisan,Material Focus,Objects designed to finish the silhouette.,"From vegetable tanned leather to raw silk, the accessory page keeps the same airy composition while every object stays editable in the workbook.",https://lh3.googleusercontent.com/aida-public/AB6AXuDwib-yVKWuTMsi4heheiLMLuw3Aukcrj4t8F5TLsWcUDULrkliTF_b5hFcyekqcaoBOrRCOob6yU3tV5aJCQChHBAggBedojt1THWZ_F-1GiBclBPJw389BrO0MvSA5xrOo1ssievm9rXO2UiIT0Ix_tHvr6rnGAPSAVNt1DYmLJVg_7vuvdan2zI6d3Z7JsuFwAqcipqjdi0FbCpFwqD4d7bZrq5JeL4i4aGx5NsOkOBZScx3UPHkR_rmJldHJi3Cb4MoiZaIoNsN,Monochromatic scarf and accessory study in a cream-toned set,Discover Objects,/categories/Accessories,Showing %count% results,Sort by: Relevance,,,,,,,,
category_filter,,,,1,,Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men-atelier,category,Shirts|Outerwear|Trousers|Knitwear,,,,,
category_filter,,,,2,,Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men-atelier,size,S|M|L|XL,,,,,
category_filter,,,,3,,Price Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men-atelier,price,$150-$500|$500-$1000|$1000+,,,,,
category_filter,,,,1,,Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,women-atelier,category,Dresses|Tops|Bottoms|Outerwear,,,,,
category_filter,,,,2,,Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,women-atelier,size,XS|S|M|L|XL,,,,,
category_filter,,,,3,,Palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,women-atelier,palette,Cream|Forest|Stone|Charcoal,,,,,
category_filter,,,,1,,Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footwear-atelier,type,Boots|Sneakers|Loafers|Sandals,,,,,
category_filter,,,,2,,Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footwear-atelier,size,39|40|41|42|43,,,,,
category_filter,,,,3,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footwear-atelier,material,Calfskin|Suede|Grain Leather|Bridle Leather,,,,,
category_filter,,,,1,,Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accessories-atelier,category,All Objects|Bags|Belts|Jewelry|Scarves,,,,,
category_filter,,,,2,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accessories-atelier,material,Raw Silk|Vachetta|Sterling Silver|Cashmere|Nappa Leather,,,,,
category_page_product,,,,1,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBRTlahnsv0f7ya3xU5YTERBeygNv3B_6MEExHsUzTI3uGv3gn9RVVaVkXFHJAQIYeO-NnQ-n51wqkjA-oml_uoLI96mxp1piJxtPHA5ofpE_9tSdHTMa8lNfjCgdbUOSRi__Y4J8VFSz5HhI5ZB9C5Vl5zl-6FxNxhAYwEDNV_XOP2dGsj5rTUtGDd1a59qGSue1hdS28wAOq4_SpG152HGpLir9kJsPtGA9trmPt5raubxkNMY1AI1cI7Qs5-pnKuSFT_JrLZrEaz,,,,,,,Sculpted Linen Shirt,420,,,,,,,,,,,,,,,,,,,,men-atelier,,,,New Arrival,Italian Linen Blend,Cream tailored linen shirt in morning light,category:shirts|size:M|price:$150-$500
category_page_product,,,,2,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn,,,,,,,Structured Atelier Jacket,1250,,,,,,,,,,,,,,,,,,,,men-atelier,,,,Limited Edition,100% Merino Wool,Structured dark wool jacket with precise lapel detail,category:outerwear|size:L|price:$1000+
category_page_product,,,,3,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBXRSWOWcHtCNyaMDYLCJzvRD_aYObkVBkIHPoz_HZOOuihWxPKo82MAX7anUmfBqHwOgx_6YthGokOn-aqEtAkMya3di9RNTlqqA2-zqT6x85Yh0CGWy5_gOTjOOMYxnRJ7B8A9ihZaMR-PzIAILb7T5rSMUCiZ-3CZRTX_u3XxJpOlXlYjWEZj4aFLaV_mamuWkKjkhTxSRpw7LyICx9lPITcKUuGOxJ0NkpKweDI4rMjqFkSSGZJssErigmmpbKq5Z6kLPVUehXg,,,,,,,Modern Drape Trousers,380,,,,,,,,,,,,,,,,,,,,men-atelier,,,,Tailoring,Fine Serge Cotton,Folded olive trousers with sharp crease,category:trousers|size:M|price:$150-$500
category_page_product,,,,4,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuDBowt2AR0QGkZ_teHLK0qG2iUl8fGSUuNTrZHreU_s95xtmrbnCTB8LYOShnHaraaNDqoUnziBnVe2Rh6OAlJpU9ZSpF84L0-k23aokXc6aJdWswRdyGowycFswnENPgO9tfnUyUaMa2VjW8lGJYkmhPbnJhSE0zC0BdoSTdae8pmGnQwaAXzVlJJRhWYysiO1yf2n_lREj8nVxarkGub1OLnfLI4QrhAiAGV-AZTWnZg1MCqdpNi1pBSjb6RIPFAzXw0h_iTQCqrp,,,,,,,Atelier Knit Polo,290,,,,,,,,,,,,,,,,,,,,men-atelier,,,,New Arrival,Sea Island Cotton,Dark green knit polo with horn buttons,category:knitwear|size:M|price:$150-$500
category_page_product,,,,5,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuDb4HgZThk-i_juM7LnHT28IvYp6L3O-BYlcwDKgfj8NoIfTFFhOF2Ole0eBVsqpYg3jj_0TeLOFVAlmWeCOqcLhMrp0WOXtTgYUke-t7sj7lC-e4jEl3lE8aZs01lCVJenptBJf3Fh0f1sdTVQ9W0cWZD8hEtVjX-LK-Bsqoc2UzdzkTUWeVjp7hrhjMGZhuTtvQ56nTXVelw9_F3p1d8ryVxqAzayeUimjbfSI8FHukDr7r45A4VjAJ3lpymfXulGrEM83TxdK6Sj,,,,,,,The Obsidian Overcoat,1890,,,,,,,,,,,,,,,,,,,,men-atelier,,,,Editorial Pick,Cashmere Blend,Black overcoat silhouette on a dark background,category:outerwear|size:L|price:$1000+
category_page_product,,,,6,,,/categories/Shop%20Men,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuCyUfebOMONTnvYr9ZpAON5r2sqH9cixvFEI4IUO1HgtLokw0DocOKis15vSsJ14j6mnx1QrXMXJyDrzK64DrNUI1kc34lTyj4aIPfoodV3MFa0JLPFNdllb_6HgGOigtKyydUohURWyjMOQURKHAk5z02a5vuIH_t821X1vUIusV9VajR3V14-QiTAt7WCragHu_ErX2cBuxj6cZyi0qHNw-tRhFozQO02eRzXwXB3GyXDgg6tVkt9BgTiuPHfPlE9ZdYH2sNodvYW,,,,,,,Relaxed Cargo Trouser,340,,,,,,,,,,,,,,,,,,,,men-atelier,,,,Studio Essential,Brushed Twill,Khaki trouser texture and pocket detail,category:trousers|size:S|price:$150-$500
category_page_product,,,,1,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS,,,,,,,Ethereal Silk Slip,340,,,,,,,,,,,,,,,,,,,,women-atelier,,,,New Arrival,Dresses,Model in a cream silk slip dress,category:dresses|size:S|palette:Cream
category_page_product,,,,2,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg,,,,,,,Architectural Overcoat,1250,,,,,,,,,,,,,,,,,,,,women-atelier,,,,Limited,Outerwear,Deep forest tailored overcoat with sharp lines,category:outerwear|size:M|palette:Forest
category_page_product,,,,3,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw,,,,,,,Cloud Cashmere Crew,280,,,,,,,,,,,,,,,,,,,,women-atelier,,,,Knitwear,Knitwear,Stone grey cashmere crew resting on a wooden chair,category:tops|size:M|palette:Stone
category_page_product,,,,4,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST,,,,,,,Sculptural Pleated Skirt,490,,,,,,,,,,,,,,,,,,,,women-atelier,,,,Bottoms,Bottoms,Pleated charcoal skirt in motion through concrete architecture,category:bottoms|size:S|palette:Charcoal
