id,product_external_id,sku,size,color,stock,price,image_url
20000000-0000-4000-8000-000000000043,AW-010,AW-010-M,M,Charcoal,7,365,https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz
20000000-0000-4000-8000-000000000044,AW-010,AW-010-L,L,Charcoal,6,365,https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz
20000000-0000-4000-8000-000000000045,AW-011,AW-011-XS,XS,Cream,9,180,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000046,AW-011,AW-011-S,S,Cream,9,180,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000047,AW-012,AW-012-S,S,Stone,5,430,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000048,AW-012,AW-012-M,M,Stone,5,430,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000049,FW-001,FW-001-40,40,Chalk,9,340,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000050,FW-001,FW-001-41,41,Chalk,9,340,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000051,FW-002,FW-002-41,41,Cedar,6,495,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000052,FW-002,FW-002-42,42,Cedar,5,495,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000053,FW-003,FW-003-40,40,Black,6,420,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000054,FW-003,FW-003-41,41,Black,6,420,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000055,FW-004,FW-004-42,42,Tobacco,5,560,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000056,FW-004,FW-004-43,43,Tobacco,4,560,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000057,FW-005,FW-005-42,42,Walnut,4,610,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000058,FW-005,FW-005-43,43,Walnut,4,610,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000059,FW-006,FW-006-40,40,Espresso,5,450,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000060,FW-006,FW-006-41,41,Espresso,5,450,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000061,FW-007,FW-007-41,41,Slate,5,470,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000062,FW-007,FW-007-42,42,Slate,5,470,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000063,FW-008,FW-008-40,40,Bone,8,360,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000064,FW-008,FW-008-41,41,Bone,8,360,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000065,FW-009,FW-009-41,41,Mahogany,4,530,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000066,FW-009,FW-009-42,42,Mahogany,3,530,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw
20000000-0000-4000-8000-000000000067,FW-010,FW-010-40,40,Taupe,6,390,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000068,FW-010,FW-010-41,41,Taupe,6,390,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA
20000000-0000-4000-8000-000000000069,FW-011,FW-011-39,39,Sand,7,310,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000070,FW-011,FW-011-40,40,Sand,7,310,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto
20000000-0000-4000-8000-000000000071,FW-012,FW-012-42,42,Iron,4,580,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000072,FW-012,FW-012-43,43,Iron,4,580,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1
20000000-0000-4000-8000-000000000073,AC-001,AC-001-OS,OS,Forest,9,840,https://lh3.googleusercontent.com/aida-public/AB6AXuBBESdqWOWSR5qEzSZhDSiYksfl92Z2-nXfieKv7zls3FB-7JuZVx-N6rXRCgkpMkJyxFCIzvAJAfUETLq2m7IDhOFmOtlLXZ9qEspJxSM3dIgXBbd3dzVswFhn3Y0MqayyDJYGSylH-MIjZnLLMaswkecd7-JUIltIP_szY3CTjkboRukxyb0Hicjh_fTS7Q8NRXCPfvyi2Gd8UjbveWvWIIUauI-d4h0ra0W790prCr-I9666OBdQ8zWwoQM8OSo6iYMbifIvLw2n
20000000-0000-4000-8000-000000000074,AC-002,AC-002-OS,OS,Sand,18,215,https://lh3.googleusercontent.com/aida-public/AB6AXuCJ_mIoxtuOYX0UmZ6fp1vpG_etnXOkuxN0sOW8aXUVddHj5eDEGxKoK_oij-8jI8EDqrG_IXPuR5HXX_5FgjnVIMXKR3rvffkz_2hI2uHpAzMIbNZASVlBgA47Ecvrg53PTIsx8zim-xN9ZKFMoR3ivhIQDQ1jUJ0fFx2scgrGApYeeDOx-irk-VfW38VMHIZ4QMUtn6sXwUjEJRXtZ8dTLBnKQVPGxBzf7oOFEbYGY_2P__2xLjofQjJvPkwrIzkn9OjMEUgKEC2O
20000000-0000-4000-8000-000000000075,AC-003,AC-003-S,S,Tobacco,10,165,https://lh3.googleusercontent.com/aida-public/AB6AXuDclyoI7lW_Aez2lBayMz4ES5BVdH-wo43IL4ZwpD4HLQkaJqfV3eDM-qMUs4V8Uyl6BTZ9FSNg7ExFisE6J-TMxcflCy5mFritcP54bDT49eqwGnwGnsOeheOgbCmpdtfGvnHaqpfmRpU4zQvBD7B4tmigGgv7hCDEHWLojIzOlAfe5p-0cCnzLjktClPIw5lG6h2qfT0buVNcsY57FFriSrjdMpV_jPcwn3Dwsz1C-8IS20dhOYE1-Kak6Hi0R-OiEeULdIqMBj2c
20000000-0000-4000-8000-000000000076,AC-003,AC-003-M,M,Tobacco,10,165,https://lh3.googleusercontent.com/aida-public/AB6AXuDclyoI7lW_Aez2lBayMz4ES5BVdH-wo43IL4ZwpD4HLQkaJqfV3eDM-qMUs4V8Uyl6BTZ9FSNg7ExFisE6J-TMxcflCy5mFritcP54bDT49eqwGnwGnsOeheOgbCmpdtfGvnHaqpfmRpU4zQvBD7B4tmigGgv7hCDEHWLojIzOlAfe5p-0cCnzLjktClPIw5lG6h2qfT0buVNcsY57FFriSrjdMpV_jPcwn3Dwsz1C-8IS20dhOYE1-Kak6Hi0R-OiEeULdIqMBj2c
20000000-0000-4000-8000-000000000077,AC-004,AC-004-OS,OS,Cognac,10,420,https://lh3.googleusercontent.com/aida-public/AB6AXuAc-xgefZmjRHW4tYawNPs3ljWfgQ66YMBuFgX39XflOo-rQyjbJ2Ju2V0nLkyj2SVuz2BKsp1ucM74P4Gg2Q-TiJKsqrjsQRpxYORvaVExN0KFMkAU9KQFmWEmtNZHK5dm7iBBb1zYMTsluHO4Em5IwIi3lS3JGSUeU_unqmYgh-Fw65tcUaH2Ywxl8ag7h1znu1rGefQrkuDTARLHNwtQdpiGPKWCCp8JpO_yLO4kKGzLmwj8g3VfRzxs02GzkmBt2St6l1zyFYZU
20000000-0000-4000-8000-000000000078,AC-005,AC-005-M,M,Silver,6,310,https://lh3.googleusercontent.com/aida-public/AB6AXuDwib-yVKWuTMsi4heheiLMLuw3Aukcrj4t8F5TLsWcUDULrkliTF_b5hFcyekqcaoBOrRCOob6yU3tV5aJCQChHBAggBedojt1THWZ_F-1GiBclBPJw389BrO0MvSA5xrOo1ssievm9rXO2UiIT0Ix_tHvr6rnGAPSAVNt1DYmLJVg_7vuvdan2zI6d3Z7JsuFwAqcipqjdi0FbCpFwqD4d7bZrq5JeL4i4aGx5NsOkOBZScx3UPHkR_rmJldHJi3Cb4MoiZaIoNsN
20000000-0000-4000-8000-000000000079,AC-005,AC-005-L,L,Silver,6,310,https://lh3.googleusercontent.com/aida-public/AB6AXuDwib-yVKWuTMsi4heheiLMLuw3Aukcrj4t8F5TLsWcUDULrkliTF_b5hFcyekqcaoBOrRCOob6yU3tV5aJCQChHBAggBedojt1THWZ_F-1GiBclBPJw389BrO0MvSA5xrOo1ssievm9rXO2UiIT0Ix_tHvr6rnGAPSAVNt1DYmLJVg_7vuvdan2zI6d3Z7JsuFwAqcipqjdi0FbCpFwqD4d7bZrq5JeL4i4aGx5NsOkOBZScx3UPHkR_rmJldHJi3Cb4MoiZaIoNsN
20000000-0000-4000-8000-000000000080,AC-006,AC-006-OS,OS,Mist,16,190,https://lh3.googleusercontent.com/aida-public/AB6AXuBBESdqWOWSR5qEzSZhDSiYksfl92Z2-nXfieKv7zls3FB-7JuZVx-N6rXRCgkpMkJyxFCIzvAJAfUETLq2m7IDhOFmOtlLXZ9qEspJxSM3dIgXBbd3dzVswFhn3Y0MqayyDJYGSylH-MIjZnLLMaswkecd7-JUIltIP_szY3CTjkboRukxyb0Hicjh_fTS7Q8NRXCPfvyi2Gd8UjbveWvWIIUauI-d4h0ra0W790prCr-I9666OBdQ8zWwoQM8OSo6iYMbifIvLw2n
20000000-0000-4000-8000-000000000081,AC-007,AC-007-OS,OS,Espresso,7,980,https://lh3.googleusercontent.com/aida-public/AB6AXuCJ_mIoxtuOYX0UmZ6fp1vpG_etnXOkuxN0sOW8aXUVddHj5eDEGxKoK_oij-8jI8EDqrG_IXPuR5HXX_5FgjnVIMXKR3rvffkz_2hI2uHpAzMIbNZASVlBgA47Ecvrg53PTIsx8zim-xN9ZKFMoR3ivhIQDQ1jUJ0fFx2scgrGApYeeDOx-irk-VfW38VMHIZ4QMUtn6sXwUjEJRXtZ8dTLBnKQVPGxBzf7oOFEbYGY_2P__2xLjofQjJvPkwrIzkn9OjMEUgKEC2O
20000000-0000-4000-8000-000000000082,AC-008,AC-008-OS,OS,Black,15,145,https://lh3.googleusercontent.com/aida-public/AB6AXuDclyoI7lW_Aez2lBayMz4ES5BVdH-wo43IL4ZwpD4HLQkaJqfV3eDM-qMUs4V8Uyl6BTZ9FSNg7ExFisE6J-TMxcflCy5mFritcP54bDT49eqwGnwGnsOeheOgbCmpdtfGvnHaqpfmRpU4zQvBD7B4tmigGgv7hCDEHWLojIzOlAfe5p-0cCnzLjktClPIw5lG6h2qfT0buVNcsY57FFriSrjdMpV_jPcwn3Dwsz1C-8IS20dhOYE1-Kak6Hi0R-OiEeULdIqMBj2c
20000000-0000-4000-8000-000000000083,AC-009,AC-009-OS,OS,Tan,14,110,https://lh3.googleusercontent.com/aida-public/AB6AXuAc-xgefZmjRHW4tYawNPs3ljWfgQ66YMBuFgX39XflOo-rQyjbJ2Ju2V0nLkyj2SVuz2BKsp1ucM74P4Gg2Q-TiJKsqrjsQRpxYORvaVExN0KFMkAU9KQFmWEmtNZHK5dm7iBBb1zYMTsluHO4Em5IwIi3lS3JGSUeU_unqmYgh-Fw65tcUaH2Ywxl8ag7h1znu1rGefQrkuDTARLHNwtQdpiGPKWCCp8JpO_yLO4kKGzLmwj8g3VfRzxs02GzkmBt2St6l1zyFYZU
20000000-0000-4000-8000-000000000084,AC-010,AC-010-OS,OS,Pearl,17,175,https://lh3.googleusercontent.com/aida-public/AB6AXuDwib-yVKWuTMsi4heheiLMLuw3Aukcrj4t8F5TLsWcUDULrkliTF_b5hFcyekqcaoBOrRCOob6yU3tV5aJCQChHBAggBedojt1THWZ_F-1GiBclBPJw389BrO0MvSA5xrOo1ssievm9rXO2UiIT0Ix_tHvr6rnGAPSAVNt1DYmLJVg_7vuvdan2zI6d3Z7JsuFwAqcipqjdi0FbCpFwqD4d7bZrq5JeL4i4aGx5NsOkOBZScx3UPHkR_rmJldHJi3Cb4MoiZaIoNsN
20000000-0000-4000-8000-000000000085,AC-011,AC-011-M,M,Silver,6,265,https://lh3.googleusercontent.com/aida-public/AB6AXuBBESdqWOWSR5qEzSZhDSiYksfl92Z2-nXfieKv7zls3FB-7JuZVx-N6rXRCgkpMkJyxFCIzvAJAfUETLq2m7IDhOFmOtlLXZ9qEspJxSM3dIgXBbd3dzVswFhn3Y0MqayyDJYGSylH-MIjZnLLMaswkecd7-JUIltIP_szY3CTjkboRukxyb0Hicjh_fTS7Q8NRXCPfvyi2Gd8UjbveWvWIIUauI-d4h0ra0W790prCr-I9666OBdQ8zWwoQM8OSo6iYMbifIvLw2n
